Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Product rating count (product.metafields.reviews.rating_count),Artwork frame material (product.metafields.shopify.artwork-frame-material),Color (product.metafields.shopify.color-pattern),Frame style (product.metafields.shopify.frame-style),Material (product.metafields.shopify.material),Shape (product.metafields.shopify.shape),Tableware material (product.metafields.shopify.tableware-material),Target gender (product.metafields.shopify.target-gender),Theme (product.metafields.shopify.theme),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
bhuta-shuddhi-kit-in-cloth-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0072/6994/1333/products/0111065-2.jpg?v=1652280511,3,"",,,,,,,,,,,,,,,,,
bhuta-shuddhi-kit-in-cloth-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0072/6994/1333/products/0111065_1.jpg?v=1652280511,4,"",,,,,,,,,,,,,,,,,
copy-of-unisex-save-soil-long-sleeve-t-shirt,Unisex Save Soil Long Sleeve T-Shirt,"<div dir=""auto"" data-mce-fragment=""1"">Flaunt this bright green color Save Soil T-shirt as an extension of your support for this global movement launched by Sadhguru to address the soil crisis. The front side of the T-shirt has a conscious planet logo and 'Save Our Soil' written with a muddy texture. The back side has the logos of Conscious Planet and Save Soil.</div>
<div dir=""auto"" data-mce-fragment=""1""> </div>
<div dir=""auto"" data-mce-fragment=""1"">
<p><span>Save Soil is a global movement launched by Sadhguru, to address the soil crisis by bringing together people from around the world to stand up for soil health, and supporting leaders of all nations to institute national policies and actions toward increasing the organic content in cultivable soil.</span></p>
<p><span>To know more on Save Soil campaign, visit: <a href=""http://consciousplanet.org/"" data-saferedirecturl=""https://www.google.com/url?q=http://consciousplanet.org/&amp;source=gmail&amp;ust=1647926422817000&amp;usg=AOvVaw1JvqHiYYocG1NN8YH-PA2O"" data-mce-href=""http://consciousplanet.org/"" target=""_blank"">consciousplanet.org</a></span></p>
</div>
<div dir=""auto"" data-mce-fragment=""1""></div>
<div dir=""auto"" data-mce-fragment=""1""><span style=""text-decoration: underline;""><strong>Details</strong></span></div>
<div dir=""auto"" data-mce-fragment=""1"">
<div dir=""auto"">Fabric: Cotton</div>
<div dir=""auto"">Color: Green</div>
<div dir=""auto"">Neck: Round</div>
<div dir=""auto"">Fit: Regular</div>
<div dir=""auto"">Sleeve: Short</div>
<div dir=""auto""></div>
<h1 dir=""auto""><strong></strong></h1>
<div dir=""auto""></div>
</div>
<table cellspacing=""0"" border=""0"" class=""sortable"">
<colgroup span=""4"" width=""64""></colgroup> <colgroup width=""74""></colgroup>
<tbody>
<tr>
<td height=""19"" align=""left"" valign=""bottom""><strong><span style=""color: #000000;"" color=""#000000"">Size</span></strong></td>
<td align=""left"" valign=""bottom""><strong><span style=""color: #000000;"" color=""#000000"">Shoulder</span></strong></td>
<td align=""left"" valign=""bottom""><strong><span style=""color: #000000;"" color=""#000000"">Chest</span></strong></td>
<td align=""left"" valign=""bottom""><strong><span style=""color: #000000;"" color=""#000000"">Sleev</span></strong></td>
<td align=""left"" valign=""bottom""><strong><span style=""color: #000000;"" color=""#000000"">Length</span></strong></td>
</tr>
<tr>
<td height=""19"" align=""left"" valign=""bottom""><span style=""color: #000000;"" color=""#000000"">2XS</span></td>
<td align=""left"" valign=""bottom""><span style=""color: #000000;"" color=""#000000"">14""</span></td>
<td align=""left"" valign=""bottom""><span style=""color: #000000;"" color=""#000000"">34""</span></td>
<td align=""left"" valign=""bottom""><span style=""color: #000000;"" color=""#000000"">7""</span></td>
<td align=""left"" valign=""bottom""><span style=""color: #000000;"" color=""#000000"">25""</span></td>
</tr>
<tr>
<td height=""19"" align=""left"" valign=""bottom""><span style=""color: #000000;"" color=""#000000"">XS</span></td>
<td align=""left"" valign=""bottom""><span style=""color: #000000;"" color=""#000000"">15""</span></td>
<td align=""left"" valign=""bottom""><span style=""color: #000000;"" color=""#000000"">35""</span></td>
<td align=""left"" valign=""bottom""><span style=""color: #000000;"" color=""#000000"">7.5“</span></td>
<td align=""left"" valign=""bottom""><span style=""color: #000000;"" color=""#000000"">26""</span></td>
</tr>
<tr>
<td height=""19"" align=""left"" valign=""bottom""><span style=""color: #000000;"" color=""#000000"">S</span></td>
<td align=""left"" valign=""bottom""><span style=""color: #000000;"" color=""#000000"">16""</span></td>
<td align=""left"" valign=""bottom""><span style=""color: #000000;"" color=""#000000"">36""</span></td>
<td align=""left"" valign=""bottom""><span style=""color: #000000;"" color=""#000000"">8""</span></td>
<td align=""left"" valign=""bottom""><span style=""color: #000000;"" color=""#000000"">27""</span></td>
</tr>
<tr>
<td height=""19"" align=""left"" valign=""bottom""><span style=""color: #000000;"" color=""#000000"">M</span></td>
<td align=""left"" valign=""bottom""><span style=""color: #000000;"" color=""#000000"">17""</span></td>
<td align=""left"" valign=""bottom""><span style=""color: #000000;"" color=""#000000"">37""</span></td>
<td align=""left"" valign=""bottom""><span style=""color: #000000;"" color=""#000000"">8.5'""</span></td>
<td align=""left"" valign=""bottom""><span style=""color: #000000;"" color=""#000000"">28""</span></td>
</tr>
<tr>
<td height=""19"" align=""left"" valign=""bottom""><span style=""color: #000000;"" color=""#000000"">L</span></td>
<td align=""left"" valign=""bottom""><span style=""color: #000000;"" color=""#000000"">18""</span></td>
<td align=""left"" valign=""bottom""><span style=""color: #000000;"" color=""#000000"">38""</span></td>
<td align=""left"" valign=""bottom""><span style=""color: #000000;"" color=""#000000"">9""</span></td>
<td align=""left"" valign=""bottom""><span style=""color: #000000;"" color=""#000000"">29""</span></td>
</tr>
<tr>
<td height=""19"" align=""left"" valign=""bottom""><span style=""color: #000000;"" color=""#000000"">XL</span></td>
<td align=""left"" valign=""bottom""><span style=""color: #000000;"" color=""#000000"">19""</span></td>
<td align=""left"" valign=""bottom""><span style=""color: #000000;"" color=""#000000"">39""</span></td>
<td align=""left"" valign=""bottom""><span style=""color: #000000;"" color=""#000000"">9.5""</span></td>
<td align=""left"" valign=""bottom""><span style=""color: #000000;"" color=""#000000"">30""</span></td>
</tr>
<tr>
<td height=""19"" align=""left"" valign=""bottom""><span style=""color: #000000;"" color=""#000000"">ZXL</span></td>
<td align=""left"" valign=""bottom""><span style=""color: #000000;"" color=""#000000"">20""</span></td>
<td align=""left"" valign=""bottom""><span style=""color: #000000;"" color=""#000000"">46""</span></td>
<td align=""left"" valign=""bottom""><span style=""color: #000000;"" color=""#000000"">10""</span></td>
<td align=""left"" valign=""bottom""><span style=""color: #000000;"" color=""#000000"">31""</span></td>
</tr>
<tr>
<td height=""19"" align=""left"" valign=""bottom""><span style=""color: #000000;"" color=""#000000"">SXL</span></td>
<td align=""left"" valign=""bottom""><span style=""color: #000000;"" color=""#000000"">21""</span></td>
<td align=""left"" valign=""bottom""><span style=""color: #000000;"" color=""#000000"">48""</span></td>
<td align=""left"" valign=""bottom""><span style=""color: #000000;"" color=""#000000"">10.5""</span></td>
<td align=""left"" valign=""bottom""><span style=""color: #000000;"" color=""#000000"">32""</span></td>
</tr>
<tr>
<td height=""19"" align=""left"" valign=""bottom""><span style=""color: #000000;"" color=""#000000"">5XL</span></td>
<td align=""left"" valign=""bottom""><span style=""color: #000000;"" color=""#000000"">23""</span></td>
<td align=""left"" valign=""bottom""><span style=""color: #000000;"" color=""#000000"">52""</span></td>
<td align=""left"" valign=""bottom""><span style=""color: #000000;"" color=""#000000"">11.5""</span></td>
<td align=""left"" valign=""bottom""><span style=""color: #000000;"" color=""#000000"">34""</span></td>
</tr>
<tr>
<td height=""19"" align=""left"" valign=""bottom""><span style=""color: #000000;"" color=""#000000"">7XL</span></td>
<td align=""left"" valign=""bottom""><span style=""color: #000000;"" color=""#000000"">25""</span></td>
<td align=""left"" valign=""bottom""><span style=""color: #000000;"" color=""#000000"">56""</span></td>
<td align=""left"" valign=""bottom""><span style=""color: #000000;"" color=""#000000"">12.5""</span></td>
<td align=""left"" valign=""bottom""><span style=""color: #000000;"" color=""#000000"">36""</span></td>
</tr>
</tbody>
</table>",Isha Life SG,Uncategorized,Clothing - Unisex T-Shirts,"",true,Size,S,,,,,,,,040112_LS_S,170.0,shopify,0,deny,manual,12.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0072/6994/1333/products/long_sleev.png?v=1648476778,1,"",false,,,1,,,,,,,,,,kg,,,active
copy-of-unisex-save-soil-long-sleeve-t-shirt,,,,,,,,,M,,,,,,,,040112_LS_M,170.0,shopify,10,deny,manual,12.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,kg,,,
copy-of-unisex-save-soil-long-sleeve-t-shirt,,,,,,,,,L,,,,,,,,040112_LS_L,170.0,shopify,11,deny,manual,12.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,kg,,,
copy-of-unisex-save-soil-long-sleeve-t-shirt,,,,,,,,,XL,,,,,,,,040112_LS_XL,170.0,shopify,0,deny,manual,12.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,kg,,,
unisex-save-soil-short-sleeve-t-shirt,Unisex Save Soil Short Sleeve T-Shirt,"<div dir=""auto"" data-mce-fragment=""1"">Flaunt this bright green color Save Soil T-shirt as an extension of your support for this global movement launched by Sadhguru to address the soil crisis. The front side of the T-shirt has a conscious planet logo and 'Save Our Soil' written with a muddy texture. The back side has the logos of Conscious Planet and Save Soil.</div>
<div dir=""auto"" data-mce-fragment=""1""> </div>
<div dir=""auto"" data-mce-fragment=""1"">
<p><span>Save Soil is a global movement launched by Sadhguru, to address the soil crisis by bringing together people from around the world to stand up for soil health, and supporting leaders of all nations to institute national policies and actions toward increasing the organic content in cultivable soil.</span></p>
<p><span>To know more on Save Soil campaign, visit: <a data-saferedirecturl=""https://www.google.com/url?q=http://consciousplanet.org/&amp;source=gmail&amp;ust=1647926422817000&amp;usg=AOvVaw1JvqHiYYocG1NN8YH-PA2O"" href=""http://consciousplanet.org/"" target=""_blank"">consciousplanet.org</a></span></p>
</div>
<div dir=""auto"" data-mce-fragment=""1""></div>
<div dir=""auto"" data-mce-fragment=""1""><span style=""text-decoration: underline;""><strong>Details</strong></span></div>
<div dir=""auto"" data-mce-fragment=""1"">
<div dir=""auto"">Fabric: Cotton</div>
<div dir=""auto"">Color: Green</div>
<div dir=""auto"">Neck: Round</div>
<div dir=""auto"">Fit: Regular</div>
<div dir=""auto"">Sleeve: Short</div>
<div dir=""auto""></div>
<div dir=""auto""><span style=""text-decoration: underline;""><strong>Sizing Chart</strong></span></div>
<div dir=""auto""></div>
<h1 dir=""auto""><strong></strong></h1>
<div dir=""auto""></div>
</div>
<table class=""sortable"" border=""0"" cellspacing=""0"">
<colgroup width=""64"" span=""4""></colgroup> <colgroup width=""74""></colgroup>
<tbody>
<tr>
<td valign=""bottom"" align=""left"" height=""19""><strong><span color=""#000000"" style=""color: #000000;"">Size</span></strong></td>
<td valign=""bottom"" align=""left""><strong><span color=""#000000"" style=""color: #000000;"">Shoulder</span></strong></td>
<td valign=""bottom"" align=""left""><strong><span color=""#000000"" style=""color: #000000;"">Chest</span></strong></td>
<td valign=""bottom"" align=""left""><strong><span color=""#000000"" style=""color: #000000;"">Sleev</span></strong></td>
<td valign=""bottom"" align=""left""><strong><span color=""#000000"" style=""color: #000000;"">Length</span></strong></td>
</tr>
<tr>
<td valign=""bottom"" align=""left"" height=""19""><span color=""#000000"" style=""color: #000000;"">XS</span></td>
<td valign=""bottom"" align=""left""><span color=""#000000"" style=""color: #000000;"">15""</span></td>
<td valign=""bottom"" align=""left""><span color=""#000000"" style=""color: #000000;"">34""</span></td>
<td valign=""bottom"" align=""left""><span color=""#000000"" style=""color: #000000;"">7""</span></td>
<td valign=""bottom"" align=""left""><span color=""#000000"" style=""color: #000000;"">25""</span></td>
</tr>
<tr>
<td valign=""bottom"" align=""left"" height=""19""><span color=""#000000"" style=""color: #000000;"">S</span></td>
<td valign=""bottom"" align=""left""><span color=""#000000"" style=""color: #000000;"">16""</span></td>
<td valign=""bottom"" align=""left""><span color=""#000000"" style=""color: #000000;"">36""</span></td>
<td valign=""bottom"" align=""left""><span color=""#000000"" style=""color: #000000;"">8'""</span></td>
<td valign=""bottom"" align=""left""><span color=""#000000"" style=""color: #000000;"">27""</span></td>
</tr>
<tr>
<td valign=""bottom"" align=""left"" height=""19""><span color=""#000000"" style=""color: #000000;"">M</span></td>
<td valign=""bottom"" align=""left""><span color=""#000000"" style=""color: #000000;"">17""</span></td>
<td valign=""bottom"" align=""left""><span color=""#000000"" style=""color: #000000;"">37""</span></td>
<td valign=""bottom"" align=""left""><span color=""#000000"" style=""color: #000000;"">8.5""</span></td>
<td valign=""bottom"" align=""left""><span color=""#000000"" style=""color: #000000;"">28""</span></td>
</tr>
<tr>
<td valign=""bottom"" align=""left"" height=""19"">L</td>
<td valign=""bottom"" align=""left""><span color=""#000000"" style=""color: #000000;"">18""</span></td>
<td valign=""bottom"" align=""left""><span color=""#000000"" style=""color: #000000;"">38""</span></td>
<td valign=""bottom"" align=""left""><span color=""#000000"" style=""color: #000000;"">9""</span></td>
<td valign=""bottom"" align=""left""><span color=""#000000"" style=""color: #000000;"">29""</span></td>
</tr>
<tr>
<td valign=""bottom"" align=""left"" height=""19""><span color=""#000000"" style=""color: #000000;"">XL</span></td>
<td valign=""bottom"" align=""left""><span color=""#000000"" style=""color: #000000;"">19""</span></td>
<td valign=""bottom"" align=""left""><span color=""#000000"" style=""color: #000000;"">39""</span></td>
<td valign=""bottom"" align=""left""><span color=""#000000"" style=""color: #000000;"">9.5""</span></td>
<td valign=""bottom"" align=""left""><span color=""#000000"" style=""color: #000000;"">30""</span></td>
</tr>
<tr>
<td valign=""bottom"" align=""left"" height=""19"">XXL</td>
<td valign=""bottom"" align=""left"">20""</td>
<td valign=""bottom"" align=""left"">46""</td>
<td valign=""bottom"" align=""left"">10""</td>
<td valign=""bottom"" align=""left"">31""</td>
</tr>
</tbody>
</table>",Isha Life SG,Uncategorized,Clothing - Unisex T-Shirts,"",true,Size,XS,,,,,,,,040112_SS_XS,170.0,shopify,0,deny,manual,9.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0072/6994/1333/products/look.png?v=1648476436,1,"",false,,,,,,,,,,,,,kg,,,active
unisex-save-soil-short-sleeve-t-shirt,,,,,,,,,S,,,,,,,,040112_SS_S,170.0,shopify,0,deny,manual,9.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0072/6994/1333/products/front_1.png?v=1648476436,2,"",,,,,,,,,,,,,,kg,,,
unisex-save-soil-short-sleeve-t-shirt,,,,,,,,,M,,,,,,,,040112_SS_M,170.0,shopify,0,deny,manual,9.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0072/6994/1333/products/3q.png?v=1648476437,3,"",,,,,,,,,,,,,,kg,,,
unisex-save-soil-short-sleeve-t-shirt,,,,,,,,,L,,,,,,,,040112_SS_L,170.0,shopify,0,deny,manual,9.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,kg,,,
unisex-save-soil-short-sleeve-t-shirt,,,,,,,,,XL,,,,,,,,040112_SS_XL,170.0,shopify,0,deny,manual,9.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,kg,,,
unisex-save-soil-short-sleeve-t-shirt,,,,,,,,,XXL,,,,,,,,040112_SS_XXL,170.0,shopify,0,deny,manual,9.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,kg,,,
sadhguru-table-top-calendar-2022,Sadhguru Table Top Calendar 2022,"<p><span style=""text-decoration: underline;""><strong>Details</strong></span></p>
<div dir=""auto"">Begin the New Year with a renewed commitment to self-transformation.</div>
<div dir=""auto""> </div>
<div dir=""auto"">Charge yourself with Sadhguru's profound wisdom pouring out of this exquisite table top calendar. With his mystical quotes and an enchanting image on every page the calendar also makes for an insightful gift to family and friends. </div>
<div dir=""auto""> </div>
<div dir=""auto"">For ease of reference, all the important days have been highlighted with distinctive symbols in each month.</div>
<div dir=""auto""> </div>
<div dir=""auto"">To avail offers on corporate gifting and bulk purchases, get in touch with our customer support team at support@ishalife.com</div>",Isha Life SG,,"","",false,Title,Default Title,,,,,,,,MIS016,300.0,shopify,0,deny,manual,5.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0072/6994/1333/products/2022_tabletop.jpg?v=1644655103,1,"",false,,,,,,,,,,,,,kg,,2.12,draft
sadhguru-table-top-calendar-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0072/6994/1333/products/2022_tabletop_1.jpg?v=1644655103,2,"",,,,,,,,,,,,,,,,,
sadhguru-table-top-calendar-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0072/6994/1333/products/tabletop_calender.jpg?v=1644655103,3,"",,,,,,,,,,,,,,,,,
sadhguru-diary-2022,Sadhguru Diary 2022,"<p><span style=""text-decoration: underline;""><strong>Description</strong></span></p>
<div dir=""ltr"">
<div dir=""ltr"">
<div><span>Turn 2022 into a truly transformative year with this aesthetic Sadhguru front cover hardbound journal.</span></div>
<div> </div>
<div><span>It has an Isha logo printed on the back and contains Sadhguru Quotes on every spread of the page, which conveys the wisdom of Mystic. It has a separate space on the bottom of the page for recording your daily to-dos. This journal will renew your commitment to self-transformation as you record your journey. You will end up with a personal trove of insightful reflections, which can be a source of positive inspiration at any time. It makes for a thoughtful gift for you and your loved ones.</span></div>
</div>
</div>
<div><span> </span></div>
<div>The perfect size of this diary makes it a wonderful choice giving you enough space to pour your reflections at the same time being convenient to carry around in your bag or hands. It is a perfect companion for business, note-taking, creativity, and your daily journal.</div>
<div dir=""ltr"">
<div dir=""ltr"">
<div><span><br>It also has some pages in between describing different projects by Isha Foundation like Isha Vidya, Rally For Rivers, etc. It’s a perfect way to introduce someone to Isha.</span></div>
<div>
<span></span><br>
</div>
<div><span style=""text-decoration: underline;""><strong>Details</strong></span></div>
<div>
<ul>
<li>
<strong>Dimensions of the Diary:<span> </span></strong>15.5 x 21.5 cm</li>
<li>
<strong>Size of the Page:<span> </span></strong>15 x 20.6 cm </li>
</ul>
</div>
</div>
</div>",Isha Life SG,,"","",false,Title,Default Title,,,,,,,,MIS012,200.0,shopify,2,deny,manual,12.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0072/6994/1333/products/sadhguru_diary_2022-1.jpg?v=1644648666,1,"",false,,,,,,,,,,,,,kg,,4.33,draft
sadhguru-diary-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0072/6994/1333/products/sadhguru_diary_2022-5.jpg?v=1644648667,2,"",,,,,,,,,,,,,,,,,
sadhguru-diary-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0072/6994/1333/products/sadhguru_diary_2022-6.jpg?v=1644648666,3,"",,,,,,,,,,,,,,,,,
sadhguru-diary-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0072/6994/1333/products/sadhguru_diary_2022-7.jpg?v=1644648666,4,"",,,,,,,,,,,,,,,,,
sadhguru-diary-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0072/6994/1333/products/sadhguru_diary_2022-8.jpg?v=1644648666,5,"",,,,,,,,,,,,,,,,,
sanjeevini-health-drink-500-gm-not-in-sg,"Sanjeevini Multigrain Health Drink Mix, 500 gm","<h4 data-mce-fragment=""1""><span data-mce-fragment=""1"">Description</span></h4>
<p><span>9 power-packed ingredients. 1 health mix.</span></p>
<p><span>Isha Life's Sanjeevini strikes the perfect balance between goodness of traditional nutrition and the ease of consuming it in a modern lifestyle context. Whether it is after your morning sadhana or right after a busy event in the evening; this 100% natural mix will become your favourite, go-to health mix every day. Made with 9 types of traditional Indian millets, lentils, grains, and nuts, Sanjeevini is a complete meal in itself.</span></p>
<p><span>What’s more, you will not only like what we have added to it but also what we have NOT added in it - no preservatives, no chemical additives, and no artificial flavours</span></p>
<p><strong>Why Isha Life's Sanjeevini Health Mix?</strong><strong>   </strong></p>
<ul>
<li><span>100% natural health mix</span></li>
<li>Can help boost your energy</li>
<li>Supports healthy development of your body</li>
<li><span>For all age groups</span></li>
</ul>
<p><strong>What’s in it?</strong></p>
<p><span>All that makes your body happy, like: Jowar (Sorghum Millet), Bajra (Pearl Millet), Ragi (Finger Millet), Wheat, Rice, Fried Gram, Green Gram (Moong Dal), Soya, Groundnut, Cardamom, Cloves, and Dried Ginger.</span></p>
<p><strong>What’s not in it? </strong></p>
<p><span>No added preservatives, additives, or artificial flavours.</span></p>
<p><strong>How to make it?</strong></p>
<p><span>Step 1 - Add 2 tablespoons (20 gms) of Sanjeevini Health Mix powder to 50 ml (1/3 cup) of water to obtain a smooth paste.</span></p>
<p><span>Step 2 - Boil 250 ml (1 cup) of water.</span></p>
<p><span>Step 3 - Add the paste to the boiling water and boil the mixture for 5 minutes, stirring continuously until it reaches a porridge-like consistency.</span></p>
<p><span>Step 4 - Add Jaggery or Palm Sugar to taste. For a richer taste, add milk, coconut milk, or grated coconut. Sanjeevini can be served hot or cold.</span></p>
<p data-mce-fragment=""1"">Millet Ginger Cookies with Sanjeevini - a crispy millet cookie with a snap of ginger and a sweet sprinkle of chocolate chips.<span data-mce-fragment=""1""> </span><a href=""https://isha.sadhguru.org/in/en/blog/article/millet-ginger-cookies-recipe"" data-mce-fragment=""1"" data-mce-href=""https://isha.sadhguru.org/in/en/blog/article/millet-ginger-cookies-recipe"">View recipe</a>.</p>
<p data-mce-fragment=""1"">Also checkout delicious <a href=""https://ishalife-my.sadhguru.org/pages/sanjeevini-peanut-butter-burfi"" target=""_blank"" title=""Sanjeevini Peanut Butter Burfi"" rel=""noopener"">Sanjeevini Peanut Butter Burfi recipe</a></p>
<p data-mce-fragment=""1""><br></p>",A.P. Exports,Uncategorized,Natural Foods - Regular Sanjeevini,"",true,Title,Default Title,,,,,,,,NF0006106901,600.0,shopify,353,deny,manual,10.00,,true,false,,,,,21069019,https://cdn.shopify.com/s/files/1/0072/6994/1333/files/SMHM2.png?v=1714135502,1,"",false,,,11,,,,,,,,,,kg,,,active
sanjeevini-health-drink-500-gm-not-in-sg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0072/6994/1333/files/SMHM3.png?v=1714135501,2,"",,,,,,,,,,,,,,,,,
sanjeevini-health-drink-500-gm-not-in-sg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0072/6994/1333/files/SMHM1.png?v=1714135515,3,"",,,,,,,,,,,,,,,,,
ojasvini-herbal-snanam-powder-bath-powder-500-gm-1,"Ojasvini Herbal Snanam Powder (Bath Powder), 500 gm","<p data-mce-fragment=""1"">The Ojasvini Snanam Powder (Herbal Bath Powder) comes from the traditional recipes of Siddha medicine.</p>
<p data-mce-fragment=""1"">It is the perfect substitute for modern-day bath soaps, many of which may contain chemicals that are best avoided.</p>
<p data-mce-fragment=""1"">Ojasvini is completely natural, made with a combination of traditional herbs powdered in the right proportions.</p>
<p data-mce-fragment=""1"">It is designed to improve the overall health of your skin by exfoliating dead skin, toxins and pollutants.</p>
<p data-mce-fragment=""1"">And the best part? It does NOT contain any chemicals or foaming agents.</p>
<p data-mce-fragment=""1"">So, it's perfectly safe for use on infants as well.</p>",Isha Life SG,,Body Care - Bath Powder,Bath Powder,true,Title,Default Title,,,,,,,,8904256305334,550.0,shopify,29,deny,manual,15.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0072/6994/1333/products/8904256305334_ad826148-2a0b-434b-a02a-7b4ae0e770f8.jpg?v=1640071345,1,"",false,,,1,,,,,,,,,,kg,,9.38,active
ojasvini-herbal-snanam-powder-bath-powder-500-gm-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0072/6994/1333/products/8904256305334-3_39953ff1-cc62-4bae-a647-fb1a094cfd98.jpg?v=1640071345,2,"",,,,,,,,,,,,,,,,,
ojasvini-herbal-snanam-powder-bath-powder-500-gm-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0072/6994/1333/products/8904256305334-2_731af085-54f5-482a-a68c-65f61bb57b9e.jpg?v=1640071345,3,"",,,,,,,,,,,,,,,,,
ojasvini-herbal-snanam-powder-bath-powder-500-gm-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0072/6994/1333/products/8904256305334-1_75b503f2-cd4c-455d-8092-17168d97e785.jpg?v=1640071345,4,"",,,,,,,,,,,,,,,,,
ojasvini-herbal-snanam-powder-bath-powder-500-gm,"Ojasvini Herbal Snanam Powder (Bath Powder), 500 gm","<p style='margin-bottom: 1rem; color: rgb(35, 31, 32); font-family: ""Fedra Sans Book 5""; line-height: 25px; font-size: 14px; letter-spacing: 0.15px; background-color: rgb(253, 248, 238);'>The Ojasvini Snanam Powder (Herbal Bath Powder) comes from the traditional recipes of Siddha medicine.</p><p style='margin-bottom: 1rem; color: rgb(35, 31, 32); font-family: ""Fedra Sans Book 5""; line-height: 25px; font-size: 14px; letter-spacing: 0.15px; background-color: rgb(253, 248, 238);'>It is the perfect substitute for modern-day bath soaps, many of which may contain chemicals that are best avoided.</p><p style='margin-bottom: 1rem; color: rgb(35, 31, 32); font-family: ""Fedra Sans Book 5""; line-height: 25px; font-size: 14px; letter-spacing: 0.15px; background-color: rgb(253, 248, 238);'>Ojasvini is completely natural, made with a combination of traditional herbs powdered in the right proportions.</p><p style='margin-bottom: 1rem; color: rgb(35, 31, 32); font-family: ""Fedra Sans Book 5""; line-height: 25px; font-size: 14px; letter-spacing: 0.15px; background-color: rgb(253, 248, 238);'>It is designed to improve the overall health of your skin by exfoliating dead skin, toxins and pollutants.</p><p style='margin-bottom: 1rem; color: rgb(35, 31, 32); font-family: ""Fedra Sans Book 5""; line-height: 25px; font-size: 14px; letter-spacing: 0.15px; background-color: rgb(253, 248, 238);'>And the best part? It does NOT contain any chemicals or foaming agents.</p><p style='margin-bottom: 1rem; color: rgb(35, 31, 32); font-family: ""Fedra Sans Book 5""; line-height: 25px; font-size: 14px; letter-spacing: 0.15px; background-color: rgb(253, 248, 238);'>So, it's perfectly safe for use on infants as well.</p>",A.P. Exports,,All,"",false,Title,Default Title,,,,,,,,8904256305334X,0.0,shopify,0,deny,manual,20.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0072/6994/1333/products/8904256305334-3.jpg?v=1639492170,1,"",false,,,,,,,,,,,,,kg,,,archived
ojasvini-herbal-snanam-powder-bath-powder-500-gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0072/6994/1333/products/8904256305334-2.jpg?v=1639492170,2,"",,,,,,,,,,,,,,,,,
ojasvini-herbal-snanam-powder-bath-powder-500-gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0072/6994/1333/products/8904256305334-1.jpg?v=1639492169,3,"",,,,,,,,,,,,,,,,,
